"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007259","BP","GO:0007259","receptor signaling pathway via JAK-STAT","10/107","172/18903",4.91645462032296e-08,1.64012530457466e-06,7.40027528120872e-07,"857/6347/1950/2066/3458/3569/3575/3718/407006/5979",10
"GO:0018209","BP","GO:0018209","peptidyl-serine modification","13/107","332/18903",4.92360450684323e-08,1.64012530457466e-06,7.40027528120872e-07,"6790/857/960/8317/983/11200/1440/3458/3569/5347/5979/7037/7048",13
"GO:0030071","BP","GO:0030071","regulation of mitotic metaphase/anaphase transition","8/107","92/18903",5.0782920250074e-08,1.66436925722823e-06,7.5096644376595e-07,"9212/332/701/891/991/990/55143/5347",8
"GO:0072091","BP","GO:0072091","regulation of stem cell proliferation","8/107","92/18903",5.0782920250074e-08,1.66436925722823e-06,7.5096644376595e-07,"898/4072/2247/407006/407007/7015/7048/8626",8
"GO:0070374","BP","GO:0070374","positive regulation of ERK1 and ERK2 cascade","11/107","223/18903",5.52802602927418e-08,1.78377359056886e-06,8.04841896697822e-07,"6347/948/960/2066/2247/2263/3725/406913/407006/407007/3084",11
"GO:0051781","BP","GO:0051781","positive regulation of cell division","8/107","93/18903",5.53040040383061e-08,1.78377359056886e-06,8.04841896697822e-07,"9212/332/8556/990/55143/2247/2263/3553",8
"GO:0097191","BP","GO:0097191","extrinsic apoptotic signaling pathway","11/107","224/18903",5.78635450058366e-08,1.85163344018677e-06,8.35460384584893e-07,"672/857/939/2623/3458/3553/407006/407007/5295/5979/7015",11
"GO:0051983","BP","GO:0051983","regulation of chromosome segregation","9/107","132/18903",6.03608059833907e-08,1.91645558997266e-06,8.6470825676864e-07,"9212/332/701/891/991/990/55143/4288/5347",9
"GO:0007091","BP","GO:0007091","metaphase/anaphase transition of mitotic cell cycle","8/107","95/18903",6.53943442630639e-08,2.02872225255795e-06,9.15363179640477e-07,"9212/332/701/891/991/990/55143/5347",8
"GO:0032465","BP","GO:0032465","regulation of cytokinesis","8/107","95/18903",6.53943442630639e-08,2.02872225255795e-06,9.15363179640477e-07,"6790/9212/332/675/8556/990/55143/5347",8
"GO:1902099","BP","GO:1902099","regulation of metaphase/anaphase transition of cell cycle","8/107","95/18903",6.53943442630639e-08,2.02872225255795e-06,9.15363179640477e-07,"9212/332/701/891/991/990/55143/5347",8
"GO:0033260","BP","GO:0033260","nuclear DNA replication","6/107","38/18903",6.80397682431253e-08,2.09480013742471e-06,9.4517764178249e-07,"675/8318/8317/4173/5111/5888",6
"GO:0045580","BP","GO:0045580","regulation of T cell differentiation","10/107","179/18903",7.16589082698005e-08,2.18963761810879e-06,9.87968485999148e-07,"84433/939/1493/2177/50943/3458/3559/3575/3718/7048",10
"GO:0010972","BP","GO:0010972","negative regulation of G2/M transition of mitotic cell cycle","7/107","64/18903",7.27572278445593e-08,2.20660726836037e-06,9.95625223136075e-07,"9212/580/672/990/983/1111/5347",7
"GO:0060251","BP","GO:0060251","regulation of glial cell proliferation","6/107","39/18903",8.00428593802419e-08,2.40958652238002e-06,1.08720983267354e-06,"1030/1869/3553/3569/407006/407007",6
"GO:1904019","BP","GO:1904019","epithelial cell apoptotic process","9/107","137/18903",8.32589151432864e-08,2.4586328814825e-06,1.10933963933447e-06,"6347/1869/2624/283120/3569/406913/28984/7015/7048",9
"GO:0010965","BP","GO:0010965","regulation of mitotic sister chromatid separation","8/107","98/18903",8.34870417432543e-08,2.4586328814825e-06,1.10933963933447e-06,"9212/332/701/891/991/990/55143/5347",8
"GO:0044784","BP","GO:0044784","metaphase/anaphase transition of cell cycle","8/107","98/18903",8.34870417432543e-08,2.4586328814825e-06,1.10933963933447e-06,"9212/332/701/891/991/990/55143/5347",8
"GO:0030879","BP","GO:0030879","mammary gland development","9/107","138/18903",8.86520018207173e-08,2.5919549309309e-06,1.16949479115252e-06,"675/857/1950/2066/2247/2263/3084/5241/7048",9
"GO:1902750","BP","GO:1902750","negative regulation of cell cycle G2/M phase transition","7/107","66/18903",9.03709228500869e-08,2.62333878901966e-06,1.18365524514926e-06,"9212/580/672/990/983/1111/5347",7
"GO:0042113","BP","GO:0042113","B cell activation","13/107","350/18903",9.10488354483809e-08,2.62427281746255e-06,1.18407668048585e-06,"695/84433/930/939/1493/2146/50943/3569/3575/3718/5079/5295/7037",13
"GO:0060252","BP","GO:0060252","positive regulation of glial cell proliferation","5/107","21/18903",1.00129934027675e-07,2.86569050625684e-06,1.29300478188443e-06,"1869/3553/3569/407006/407007",5
"GO:0051306","BP","GO:0051306","mitotic sister chromatid separation","8/107","101/18903",1.05727702046115e-07,3.00473693087702e-06,1.35574278221813e-06,"9212/332/701/891/991/990/55143/5347",8
"GO:1902808","BP","GO:1902808","positive regulation of cell cycle G1/S phase transition","7/107","68/18903",1.11456881166561e-07,3.1455608684785e-06,1.41928279965022e-06,"894/990/2146/407006/407007/28984/7015",7
"GO:0008630","BP","GO:0008630","intrinsic apoptotic signaling pathway in response to DNA damage","8/107","102/18903",1.1419215880163e-07,3.19087356277442e-06,1.43972796994225e-06,"672/675/960/11200/6387/1869/5295/8626",8
"GO:0001666","BP","GO:0001666","response to hypoxia","12/107","296/18903",1.14632760867388e-07,3.19087356277442e-06,1.43972796994225e-06,"857/890/947/6387/1869/2353/406913/5468/28984/7015/7037/7048",12
"GO:0001667","BP","GO:0001667","ameboidal-type cell migration","15/107","492/18903",1.15546808597839e-07,3.1944369397389e-06,1.44133577212629e-06,"1950/2066/2247/2624/3458/3725/4233/406913/407006/407007/4318/5468/5979/28984/7048",15
"GO:0044786","BP","GO:0044786","cell cycle DNA replication","6/107","42/18903",1.26938748273361e-07,3.48566941204687e-06,1.57274039468132e-06,"675/8318/8317/4173/5111/5888",6
"GO:0050671","BP","GO:0050671","positive regulation of lymphocyte proliferation","9/107","146/18903",1.43935431465339e-07,3.9258630434573e-06,1.77135656384755e-06,"695/84433/50943/3553/3559/3569/3718/7037/7048",9
"GO:0009410","BP","GO:0009410","response to xenobiotic stimulus","14/107","432/18903",1.51047995747554e-07,4.07991336201583e-06,1.84086434848518e-06,"5243/983/11200/1869/2022/2353/3553/3725/3973/5111/5888/5979/7037/7048",14
"GO:0010631","BP","GO:0010631","epithelial cell migration","13/107","366/18903",1.52595184799805e-07,4.07991336201583e-06,1.84086434848518e-06,"1950/2247/2624/3458/3725/4233/406913/407006/407007/4318/5468/28984/7048",13
"GO:0010639","BP","GO:0010639","negative regulation of organelle organization","13/107","366/18903",1.52595184799805e-07,4.07991336201583e-06,1.84086434848518e-06,"9212/332/672/701/891/991/55143/1111/4233/5295/5347/5468/7037",13
"GO:0042102","BP","GO:0042102","positive regulation of T cell proliferation","8/107","106/18903",1.54138235141051e-07,4.09423390596883e-06,1.84732580402966e-06,"84433/50943/3553/3559/3569/3718/7037/7048",8
"GO:0046651","BP","GO:0046651","lymphocyte proliferation","12/107","305/18903",1.58509749849397e-07,4.1830105414802e-06,1.8873819838527e-06,"695/84433/930/1493/50943/3553/3559/3569/3575/3718/7037/7048",12
"GO:0006979","BP","GO:0006979","response to oxidative stress","14/107","434/18903",1.59802898000999e-07,4.18992888694233e-06,1.89050355394051e-06,"695/948/983/2146/2177/2353/60674/283120/3043/3569/3725/4233/4318/5111",14
"GO:0060965","BP","GO:0060965","negative regulation of miRNA-mediated gene silencing","5/107","23/18903",1.64090311252259e-07,4.26511666735967e-06,1.92442841756645e-06,"3569/10984/283131/5468/7015",5
"GO:0010717","BP","GO:0010717","regulation of epithelial to mesenchymal transition","8/107","107/18903",1.65819004292034e-07,4.26511666735967e-06,1.92442841756645e-06,"2022/2146/3553/3569/407006/407007/28984/7048",8
"GO:0033045","BP","GO:0033045","regulation of sister chromatid segregation","8/107","107/18903",1.65819004292034e-07,4.26511666735967e-06,1.92442841756645e-06,"9212/332/701/891/991/990/55143/5347",8
"GO:0090132","BP","GO:0090132","epithelium migration","13/107","369/18903",1.67616481471046e-07,4.28423509873163e-06,1.9330546886631e-06,"1950/2247/2624/3458/3725/4233/406913/407006/407007/4318/5468/28984/7048",13
"GO:0032946","BP","GO:0032946","positive regulation of mononuclear cell proliferation","9/107","149/18903",1.71323402343448e-07,4.35161441952357e-06,1.96345636106767e-06,"695/84433/50943/3553/3559/3569/3718/7037/7048",9
"GO:0036293","BP","GO:0036293","response to decreased oxygen levels","12/107","309/18903",1.82423580488577e-07,4.60477907518993e-06,2.07768471533901e-06,"857/890/947/6387/1869/2353/406913/5468/28984/7015/7037/7048",12
"GO:0060964","BP","GO:0060964","regulation of miRNA-mediated gene silencing","6/107","45/18903",1.94404730011767e-07,4.87691865906063e-06,2.2004745918161e-06,"3569/10984/4613/283131/5468/7015",6
"GO:0090130","BP","GO:0090130","tissue migration","13/107","374/18903",1.95623780439187e-07,4.87739290616475e-06,2.20068857297425e-06,"1950/2247/2624/3458/3725/4233/406913/407006/407007/4318/5468/28984/7048",13
"GO:0032943","BP","GO:0032943","mononuclear cell proliferation","12/107","312/18903",2.02420156842496e-07,4.9914900526375e-06,2.25216941351391e-06,"695/84433/930/1493/50943/3553/3559/3569/3575/3718/7037/7048",12
"GO:0030183","BP","GO:0030183","B cell differentiation","9/107","152/18903",2.03137764982212e-07,4.9914900526375e-06,2.25216941351391e-06,"695/84433/930/939/2146/3569/3718/5079/5295",9
"GO:0060149","BP","GO:0060149","negative regulation of post-transcriptional gene silencing","5/107","24/18903",2.06341124223204e-07,4.9914900526375e-06,2.25216941351391e-06,"3569/10984/283131/5468/7015",5
"GO:0060967","BP","GO:0060967","negative regulation of gene silencing by RNA","5/107","24/18903",2.06341124223204e-07,4.9914900526375e-06,2.25216941351391e-06,"3569/10984/283131/5468/7015",5
"GO:1900369","BP","GO:1900369","negative regulation of post-transcriptional gene silencing by RNA","5/107","24/18903",2.06341124223204e-07,4.9914900526375e-06,2.25216941351391e-06,"3569/10984/283131/5468/7015",5
"GO:0060485","BP","GO:0060485","mesenchyme development","12/107","313/18903",2.09507613403027e-07,5.03810024183374e-06,2.2732000158709e-06,"2022/2066/2146/2263/3553/3569/407006/407007/3084/5979/28984/7048",12
"GO:1905818","BP","GO:1905818","regulation of chromosome separation","8/107","111/18903",2.2046676907186e-07,5.27045264416494e-06,2.37803784348718e-06,"9212/332/701/891/991/990/55143/5347",8
"GO:0070372","BP","GO:0070372","regulation of ERK1 and ERK2 cascade","12/107","315/18903",2.2435036052305e-07,5.33192903605658e-06,2.40577610360821e-06,"6347/948/960/2066/2247/2263/3553/3725/406913/407006/407007/3084",12
"GO:0002683","BP","GO:0002683","negative regulation of immune system process","14/107","449/18903",2.4151398662283e-07,5.70647000950688e-06,2.57476967378807e-06,"695/6347/1493/6387/50943/2624/3559/3575/3718/407006/407007/5295/5468/7070",14
"GO:0007059","BP","GO:0007059","chromosome segregation","13/107","382/18903",2.49247248183887e-07,5.85514922901339e-06,2.64185400873946e-06,"9212/332/672/701/891/898/991/990/113130/55143/2177/4288/5347",13
"GO:1900368","BP","GO:1900368","regulation of post-transcriptional gene silencing by RNA","6/107","47/18903",2.53944299787979e-07,5.89731219621913e-06,2.66087801642502e-06,"3569/10984/4613/283131/5468/7015",6
"GO:1902895","BP","GO:1902895","positive regulation of miRNA transcription","6/107","47/18903",2.53944299787979e-07,5.89731219621913e-06,2.66087801642502e-06,"2247/2353/2624/3725/5468/7015",6
"GO:0051984","BP","GO:0051984","positive regulation of chromosome segregation","5/107","25/18903",2.56768171110564e-07,5.92901049655303e-06,2.67518034733614e-06,"9212/332/891/990/55143",5
"GO:0060147","BP","GO:0060147","regulation of post-transcriptional gene silencing","6/107","48/18903",2.88895300171466e-07,6.61859706641544e-06,2.98632306508902e-06,"3569/10984/4613/283131/5468/7015",6
"GO:0034502","BP","GO:0034502","protein localization to chromosome","8/107","115/18903",2.89889340015243e-07,6.61859706641544e-06,2.98632306508902e-06,"9212/675/701/113130/983/2146/5347/7015",8
"GO:0051987","BP","GO:0051987","positive regulation of attachment of spindle microtubules to kinetochore","4/107","11/18903",3.10572486058181e-07,7.0512099627958e-06,3.18151879278654e-06,"9212/332/891/55143",4
"GO:2000001","BP","GO:2000001","regulation of DNA damage checkpoint","5/107","26/18903",3.16476008928656e-07,7.14532500158922e-06,3.22398366990479e-06,"580/672/675/11200/5888",5
"GO:0070227","BP","GO:0070227","lymphocyte apoptotic process","7/107","80/18903",3.45478678220351e-07,7.75217795144772e-06,3.49779682745077e-06,"9212/695/939/11200/3559/3575/3718",7
"GO:1903046","BP","GO:1903046","meiotic cell cycle process","10/107","212/18903",3.47169386605188e-07,7.75217795144772e-06,3.49779682745077e-06,"6790/675/701/898/991/993/995/2177/5347/5888",10
"GO:0002064","BP","GO:0002064","epithelial cell development","10/107","213/18903",3.62569038261502e-07,8.05180640161062e-06,3.63298973052365e-06,"2195/50943/2623/2624/3553/4233/5175/5241/8626/7431",10
"GO:0044818","BP","GO:0044818","mitotic G2/M transition checkpoint","6/107","50/18903",3.70685735294211e-07,8.05597234350627e-06,3.63486941110338e-06,"580/672/990/983/1111/5347",6
"GO:0060043","BP","GO:0060043","regulation of cardiac muscle cell proliferation","6/107","50/18903",3.70685735294211e-07,8.05597234350627e-06,3.63486941110338e-06,"983/2066/2247/2263/407007/7048",6
"GO:0060966","BP","GO:0060966","regulation of gene silencing by RNA","6/107","50/18903",3.70685735294211e-07,8.05597234350627e-06,3.63486941110338e-06,"3569/10984/4613/283131/5468/7015",6
"GO:1904707","BP","GO:1904707","positive regulation of vascular associated smooth muscle cell proliferation","6/107","50/18903",3.70685735294211e-07,8.05597234350627e-06,3.63486941110338e-06,"2247/3725/407006/407007/4318/7015",6
"GO:0014855","BP","GO:0014855","striated muscle cell proliferation","7/107","81/18903",3.76411762166317e-07,8.13690107151018e-06,3.67138460074874e-06,"983/2066/2247/2263/2353/407007/7048",7
"GO:0045637","BP","GO:0045637","regulation of myeloid cell differentiation","10/107","214/18903",3.7856463700136e-07,8.14014118927791e-06,3.67284654779375e-06,"1440/2353/2623/2624/3458/407006/407007/4286/4792/5295",10
"GO:0006310","BP","GO:0006310","DNA recombination","12/107","332/18903",3.93626291047481e-07,8.4194591937735e-06,3.79887534074633e-06,"580/672/675/8318/8317/1111/2177/50943/3575/4173/5888/7037",12
"GO:0051101","BP","GO:0051101","regulation of DNA binding","8/107","121/18903",4.28808792976094e-07,9.1239734798683e-06,4.1167534712833e-06,"1869/1950/2623/3458/3725/4318/4792/5468",8
"GO:0070665","BP","GO:0070665","positive regulation of leukocyte proliferation","9/107","167/18903",4.51604371380966e-07,9.55895919423044e-06,4.31301981878093e-06,"695/84433/50943/3553/3559/3569/3718/7037/7048",9
"GO:0070482","BP","GO:0070482","response to oxygen levels","12/107","337/18903",4.61460799511913e-07,9.71697766433375e-06,4.38431804063132e-06,"857/890/947/6387/1869/2353/406913/5468/28984/7015/7037/7048",12
"GO:0010971","BP","GO:0010971","positive regulation of G2/M transition of mitotic cell cycle","5/107","28/18903",4.6860151284333e-07,9.81647705255306e-06,4.42921234602866e-06,"891/993/995/8317/983",5
"GO:0032496","BP","GO:0032496","response to lipopolysaccharide","12/107","339/18903",4.91383750314721e-07,1.02409413398924e-05,4.62073140646825e-06,"695/6347/948/1440/2263/2353/50943/2623/3553/3569/4792/7431",12
"GO:0001837","BP","GO:0001837","epithelial to mesenchymal transition","9/107","169/18903",4.99314935303751e-07,1.03005883100226e-05,4.6476442281546e-06,"2022/2146/2263/3553/3569/407006/407007/28984/7048",9
"GO:0002262","BP","GO:0002262","myeloid cell homeostasis","9/107","169/18903",4.99314935303751e-07,1.03005883100226e-05,4.6476442281546e-06,"695/50943/2623/2624/3569/3718/407006/407007/6521",9
"GO:0044774","BP","GO:0044774","mitotic DNA integrity checkpoint signaling","7/107","85/18903",5.24503468321873e-07,1.07655661376772e-05,4.85744307185913e-06,"672/990/983/1111/11200/2177/5347",7
"GO:0050679","BP","GO:0050679","positive regulation of epithelial cell proliferation","10/107","224/18903",5.75888416402361e-07,1.17608569058251e-05,5.30652008131666e-06,"695/6387/1950/2247/2263/2624/3725/406913/283131/8626",10
"GO:0014009","BP","GO:0014009","glial cell proliferation","6/107","54/18903",5.91536803487583e-07,1.20200278468677e-05,5.42345848250194e-06,"1030/1869/3553/3569/407006/407007",6
"GO:0046777","BP","GO:0046777","protein autophosphorylation","10/107","226/18903",6.24695580785363e-07,1.26306608970732e-05,5.69897722821735e-06,"6790/9212/695/857/11200/2022/2066/2263/3725/7070",10
"GO:0070661","BP","GO:0070661","leukocyte proliferation","12/107","348/18903",6.48511837714263e-07,1.30472876656968e-05,5.88695998592103e-06,"695/84433/930/1493/50943/3553/3559/3569/3575/3718/7037/7048",12
"GO:1900087","BP","GO:1900087","positive regulation of G1/S transition of mitotic cell cycle","6/107","55/18903",6.60935681280565e-07,1.32317369887892e-05,5.97018385683559e-06,"894/990/407006/407007/28984/7015",6
"GO:0071453","BP","GO:0071453","cellular response to oxygen levels","9/107","175/18903",6.69622434435564e-07,1.33399292820889e-05,6.01900041685631e-06,"857/890/947/1869/2353/406913/5468/28984/7015",9
"GO:0060045","BP","GO:0060045","positive regulation of cardiac muscle cell proliferation","5/107","30/18903",6.73385849159718e-07,1.33494638584639e-05,6.02330243510259e-06,"983/2066/2247/2263/407007",5
"GO:0050680","BP","GO:0050680","negative regulation of epithelial cell proliferation","9/107","176/18903",7.02417077134631e-07,1.38573932110444e-05,6.25248108517388e-06,"675/857/6347/1030/2263/406913/407007/5468/28984",9
